quiz_id,mcq_1,mcq_2,mcq_3,mcq_4,mcq_5,mcq_6,mcq_7,mcq_8,mcq_9,mcq_10,topic_coverage_0,topic_coverage_1,topic_coverage_2,topic_coverage_3,topic_coverage_4,topic_coverage_5,topic_coverage_6,topic_coverage_7,topic_coverage_8,topic_coverage_9,difficulty_coverage_0,difficulty_coverage_1,difficulty_coverage_2,difficulty_coverage_3,difficulty_coverage_4,difficulty_coverage_5
1682,890,570,836,1280,1054,945,1072,1136,1648,1255,0.2,0.1,0.1,0.0,0.1,0.0,0.3,0.0,0.1,0.1,0.4,0.3,0.0,0.1,0.1,0.1
1683,209,628,390,915,7,952,239,5,1304,235,0.2,0.0,0.0,0.1,0.3,0.1,0.0,0.2,0.0,0.1,0.2,0.1,0.3,0.1,0.2,0.1
1684,254,1652,1584,391,1253,1277,963,59,1428,1141,0.0,0.2,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.1,0.1,0.0,0.3,0.2,0.3,0.1
1685,843,1422,812,1063,824,1543,954,427,971,714,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.1,0.0
1686,849,772,360,199,918,957,945,1112,1605,1227,0.1,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.0,0.2,0.1,0.4,0.2,0.3,0.0,0.0
1687,1569,1100,1795,877,1635,1271,551,1277,199,237,0.0,0.2,0.1,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.3,0.2,0.0
1688,1701,958,1801,1565,186,209,773,669,1399,960,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.5,0.1,0.1,0.1,0.2,0.0
1689,1633,399,1402,700,1842,1737,438,392,480,673,0.1,0.1,0.1,0.3,0.0,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.4,0.2,0.1,0.0
1690,1274,979,1823,1763,1631,1087,231,814,209,1112,0.0,0.1,0.3,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.3,0.1,0.2,0.2,0.1,0.1
1691,1604,583,850,264,1410,966,1110,252,1080,1352,0.1,0.0,0.3,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.2,0.0
1692,1059,1045,1274,577,373,801,559,1591,1052,842,0.2,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.2,0.0,0.3,0.3,0.1,0.2,0.0,0.1
1693,1835,1737,715,905,1692,1711,212,7,1676,1277,0.3,0.2,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.2,0.3,0.2,0.2,0.0
1694,1882,890,479,165,688,1777,947,1045,632,675,0.0,0.3,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.3,0.4,0.0,0.3,0.0,0.0
1695,526,1053,737,1693,1343,1290,1874,1274,1150,1055,0.0,0.0,0.2,0.2,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.4,0.1
1696,268,481,23,1054,493,966,640,1783,64,1277,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,0.3,0.1,0.3,0.2,0.2,0.2,0.1,0.0
1697,700,851,758,1535,1797,440,59,578,1232,927,0.1,0.2,0.3,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.1,0.0
1698,188,273,958,248,427,1070,62,1134,571,737,0.1,0.0,0.2,0.0,0.0,0.3,0.0,0.1,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.0
1699,1681,427,921,1387,1383,890,241,1755,1253,62,0.0,0.0,0.2,0.0,0.3,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.5,0.0
1700,1074,801,1693,841,1680,639,1277,1697,61,628,0.1,0.0,0.0,0.1,0.0,0.3,0.2,0.1,0.2,0.0,0.3,0.2,0.1,0.2,0.2,0.0
1701,799,221,276,1278,877,1310,483,1373,692,380,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.1,0.4,0.0,0.0,0.2,0.3,0.2,0.3,0.0
1702,1890,1581,1749,1314,899,1036,1059,1753,973,1257,0.2,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.2,0.3,0.0,0.1,0.2
1703,1743,1854,865,939,1739,242,1870,1069,578,673,0.3,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.3,0.2,0.2,0.0
1704,954,1411,1080,1035,833,434,483,1785,1891,225,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.4,0.3,0.1,0.1,0.1,0.0
1705,1066,944,640,1769,1395,1254,629,865,61,878,0.0,0.1,0.1,0.0,0.1,0.4,0.1,0.1,0.0,0.1,0.1,0.4,0.2,0.3,0.0,0.0
1706,1335,83,1359,240,1437,861,164,1715,1548,1038,0.0,0.3,0.1,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0
1707,7,733,960,943,603,1530,817,958,893,1886,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.1,0.3,0.4,0.4,0.1,0.0,0.1,0.0
1708,643,599,694,180,1593,202,249,1906,802,1575,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.0,0.4,0.1,0.1,0.1,0.3,0.0
1709,173,1678,1135,915,692,973,1068,1787,841,1882,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.0
1710,947,643,392,1316,566,974,1058,15,1277,1679,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.2,0.4,0.0,0.3,0.0,0.2,0.1
1711,1777,1581,415,1793,915,1268,830,1691,625,928,0.1,0.2,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.3,0.1,0.0
1712,893,206,1688,691,1036,882,263,1894,1422,236,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.3,0.0,0.1,0.2,0.4,0.1,0.1,0.2,0.0
1713,606,731,203,205,1057,1680,977,200,695,1253,0.2,0.1,0.0,0.0,0.1,0.2,0.0,0.3,0.0,0.1,0.3,0.1,0.4,0.1,0.1,0.0
1714,643,951,669,802,1408,825,1320,959,236,944,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.2,0.3,0.2,0.3,0.2,0.0,0.2,0.1
1715,938,1281,667,1692,1878,889,845,670,937,76,0.0,0.2,0.1,0.2,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.2,0.1,0.2,0.3,0.0
1716,234,711,627,1598,403,1139,1284,1291,6,1303,0.1,0.0,0.1,0.4,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.4,0.2,0.2,0.1,0.1
1717,1053,1263,889,1384,1234,220,967,1428,419,1771,0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.1,0.0,0.1,0.3,0.3,0.1,0.3,0.0,0.0
1718,639,235,268,1036,922,1044,1723,271,599,607,0.0,0.3,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.2,0.5,0.1,0.1,0.1,0.0
1719,1890,372,718,1572,387,378,377,1699,408,1752,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.2,0.3,0.0,0.1,0.1,0.2,0.3,0.3,0.0
1720,858,639,1720,1287,54,1330,1717,566,1652,573,0.2,0.3,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1
1721,240,231,653,896,1278,571,233,1449,1028,771,0.1,0.1,0.1,0.0,0.3,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.2,0.1,0.4,0.0
1722,1335,1256,1022,271,1070,666,632,390,579,976,0.1,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.2,0.2,0.5,0.0,0.0
1723,816,1070,773,243,670,1035,225,1127,1434,1644,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.3,0.2,0.2,0.2,0.0
1724,1277,1330,1601,739,798,929,1912,684,1677,795,0.2,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.1,0.1,0.1
1725,1286,1840,1693,1755,876,1137,910,1277,1888,509,0.0,0.1,0.1,0.2,0.0,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.6,0.0
1726,1739,1685,481,954,1714,84,256,584,920,244,0.2,0.0,0.1,0.0,0.3,0.1,0.1,0.0,0.1,0.1,0.0,0.6,0.1,0.0,0.1,0.2
1727,803,1338,205,1329,848,954,651,1290,178,940,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.1,0.2,0.2,0.1,0.0,0.4,0.1
1728,1906,1653,1695,643,564,1053,566,1278,271,950,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.0
1729,1356,1292,813,1257,967,975,1578,732,577,945,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.3,0.3,0.2,0.1,0.2,0.0,0.2
1730,1406,1445,1333,645,965,714,1684,358,1771,1755,0.1,0.0,0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.1,0.3,0.3,0.0,0.1,0.3,0.0
1731,1843,313,65,1411,732,1543,719,157,740,179,0.0,0.3,0.1,0.0,0.0,0.4,0.1,0.1,0.0,0.0,0.5,0.1,0.2,0.1,0.1,0.0
1732,1137,1256,251,401,1580,1451,240,579,361,1343,0.1,0.0,0.1,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.4,0.1
1733,644,1151,206,817,1293,1441,1273,190,1657,808,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.2,0.0,0.1,0.2,0.2,0.4,0.0,0.1
1734,798,1829,1248,1059,847,1311,732,1284,575,376,0.4,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.2,0.0,0.2,0.2,0.3,0.2,0.0,0.1
1735,1569,387,1028,801,1542,953,29,1247,857,168,0.0,0.1,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.3,0.2,0.4,0.1,0.0,0.0
1736,970,1295,606,503,277,780,1253,1136,1889,1053,0.0,0.2,0.3,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.4,0.3,0.2,0.0
1737,1600,1090,240,585,1725,1315,389,915,958,851,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.5,0.2,0.1,0.0,0.2,0.0
1738,718,1446,1049,1278,1753,1761,1279,890,577,916,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.5,0.0
1739,508,234,1070,1671,482,639,1868,1034,410,1282,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.1,0.5,0.0,0.0
1740,573,1079,343,1719,1103,225,861,1337,190,291,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.4,0.2,0.0,0.1,0.0
1741,1813,574,986,870,932,1302,957,1646,1258,1319,0.1,0.2,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.1,0.0,0.2
1742,628,1355,970,1338,946,270,1439,1447,959,1400,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.1,0.1,0.3,0.3,0.2,0.1,0.3,0.1,0.0
1743,1631,952,1588,227,1638,1057,870,963,182,1151,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.4,0.2,0.3,0.0,0.0
1744,649,1059,1645,1288,384,919,274,1227,1019,1381,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.5,0.0,0.0
1745,1139,556,5,1285,493,392,1148,607,1034,1422,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.4,0.2,0.1,0.2,0.0
1746,963,992,666,262,858,377,549,1641,797,739,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.0,0.0
1747,1278,1144,398,1737,1287,798,24,1070,1328,1511,0.2,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.2,0.1,0.2,0.2,0.1,0.3,0.1,0.1
1748,968,165,972,1252,1583,392,1396,585,231,1699,0.1,0.1,0.0,0.0,0.2,0.1,0.2,0.1,0.0,0.2,0.1,0.3,0.2,0.1,0.2,0.1
1749,739,4,1282,962,1403,798,1617,692,1829,203,0.2,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.1,0.1
1750,420,227,1340,900,185,480,558,1108,1751,1395,0.1,0.1,0.1,0.3,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.4,0.1,0.3,0.0,0.1
1751,579,239,1155,400,792,1649,1398,1277,170,1030,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.4,0.0,0.2,0.0,0.4,0.0
1752,565,976,1310,430,256,1791,979,1735,873,1809,0.2,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.1,0.1
1753,1745,1787,240,1056,1589,714,801,1757,481,479,0.2,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.3,0.0,0.5,0.2,0.2,0.1,0.0,0.0
1754,1580,579,1069,623,366,1376,940,188,1909,1904,0.1,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.0,0.3,0.0
1755,1182,1292,687,631,343,1081,781,1282,1593,83,0.0,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.3,0.4,0.0,0.2,0.0,0.1
1756,1114,1045,413,1264,765,860,503,955,1395,1155,0.0,0.1,0.3,0.1,0.1,0.0,0.3,0.0,0.0,0.1,0.3,0.4,0.1,0.1,0.1,0.0
1757,1071,391,1815,950,752,84,617,1236,390,1354,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.4,0.2,0.3,0.0,0.0
1758,947,816,1809,1811,1761,1069,387,1278,1906,739,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.3,0.1
1759,1600,1062,910,1141,1248,736,714,886,1261,1602,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.0,0.1,0.0,0.3,0.2,0.2,0.0,0.2,0.1
1760,1584,4,1395,973,963,1083,1681,264,732,1278,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.2,0.1,0.1,0.2,0.4,0.0
1761,1268,986,1809,1273,804,885,1058,1911,380,1588,0.1,0.1,0.1,0.0,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.2,0.2,0.2,0.1,0.1
1762,936,237,1411,54,566,265,572,602,233,967,0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.0
1763,864,1425,409,1428,1141,633,1870,250,569,1326,0.1,0.1,0.3,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.2,0.2,0.2,0.1
1764,944,580,1068,583,1603,751,846,59,310,876,0.3,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.3,0.4,0.0,0.2,0.0
1765,651,1277,1906,239,301,1735,84,1336,668,1059,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.2,0.1,0.3,0.0
1766,769,85,567,377,1055,943,384,888,1737,272,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.1,0.3,0.2,0.3,0.2,0.0,0.0
1767,970,54,1741,1646,1431,1395,1695,227,219,924,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.2,0.3,0.0,0.4,0.1,0.0
1768,1450,1360,382,1069,574,863,1556,1321,205,1081,0.1,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.3,0.4,0.1,0.0,0.2,0.0
1769,1277,643,842,1405,901,5,625,915,1406,824,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.3,0.0,0.1,0.3,0.4,0.0,0.2,0.0
1770,997,1255,388,1277,1403,1752,1352,916,1064,204,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.2,0.2,0.0,0.2,0.3,0.2,0.1,0.1,0.1
1771,275,976,943,847,1727,653,1034,84,932,549,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.1,0.2,0.3,0.4,0.0,0.0
1772,419,1266,853,1148,965,295,790,1797,1572,1087,0.1,0.0,0.3,0.1,0.2,0.0,0.2,0.0,0.0,0.1,0.6,0.1,0.0,0.2,0.1,0.0
1773,1437,976,974,1062,8,301,1751,1809,642,1390,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.2,0.5,0.1,0.2,0.0,0.0
1774,1030,908,1048,1232,208,202,1384,1024,1685,717,0.0,0.2,0.2,0.0,0.1,0.2,0.1,0.2,0.0,0.0,0.4,0.1,0.1,0.0,0.4,0.0
1775,576,1110,1697,584,954,1257,966,1046,1400,63,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1
1776,893,862,1683,1428,1061,365,780,693,949,857,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.3,0.0
1777,1045,975,215,1305,1248,693,1295,1278,1652,1579,0.0,0.2,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.3,0.4,0.2,0.1,0.0
1778,947,1713,1823,1654,368,272,52,1301,579,645,0.1,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.4,0.3,0.1,0.0,0.2,0.0
1779,1688,751,566,1412,1266,1584,4,927,969,1376,0.2,0.3,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.1,0.3,0.1,0.2,0.0
1780,1431,169,712,953,1416,1450,1314,1079,1793,1380,0.0,0.1,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.3,0.1
1781,1585,1745,1823,1046,842,939,628,168,1538,578,0.2,0.3,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.0
1782,692,1277,1874,1906,1141,227,1278,1809,1033,430,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.1,0.3,0.1,0.1,0.2,0.0,0.2,0.5,0.0
1783,185,249,950,693,644,207,1004,203,1390,769,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.5,0.0,0.1,0.0,0.1,0.6,0.2,0.1,0.0
1784,1437,1146,1422,1300,1280,720,298,233,957,1007,0.0,0.0,0.3,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.5,0.0,0.1,0.1,0.1
1785,387,1277,163,1414,65,1819,1304,715,561,944,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1
1786,802,627,1428,207,1765,369,248,558,1761,962,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.3,0.2,0.1,0.1,0.4,0.3,0.1,0.1,0.0
1787,209,1292,1057,636,571,1335,210,716,1680,1063,0.4,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.4,0.0,0.2,0.0,0.1
1788,199,863,1607,1759,165,1741,376,889,173,894,0.1,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.2,0.3,0.3,0.1,0.0
1789,892,1408,606,83,1876,255,1275,975,1627,370,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.3,0.1,0.1,0.4,0.3,0.2,0.0,0.0
1790,15,1542,791,389,1396,937,1684,1578,207,20,0.2,0.3,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.1,0.3,0.1,0.1,0.0
1791,1030,1695,1553,1774,375,1701,1061,1364,1572,949,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.0,0.1,0.1,0.3,0.0,0.2,0.4,0.1,0.0
1792,1053,1278,649,254,1277,417,853,1228,1556,835,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.0,0.3,0.0,0.2,0.2,0.2,0.1
1793,584,249,563,268,419,225,1439,1900,972,251,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1
1794,1056,370,234,630,1375,1036,851,873,1831,880,0.1,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.0,0.0
1795,1699,855,919,861,1870,225,838,926,1789,858,0.0,0.1,0.1,0.1,0.1,0.0,0.5,0.1,0.0,0.0,0.2,0.3,0.2,0.0,0.3,0.0
1796,1671,172,841,1277,1046,1285,827,18,804,173,0.0,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.2,0.4,0.0,0.2,0.2,0.0
1797,237,1673,576,859,343,1678,1753,1761,1319,1141,0.2,0.2,0.1,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.4,0.0
1798,1069,1245,483,892,1136,566,732,926,1753,61,0.1,0.1,0.2,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.2,0.3,0.3,0.2,0.0
1799,919,947,890,1252,392,1625,1690,180,610,621,0.0,0.2,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.2,0.4,0.2,0.0,0.1,0.1
1800,650,958,952,239,164,1042,360,834,799,672,0.1,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.4,0.2,0.1,0.0
1801,772,1595,720,249,873,1568,1086,894,1684,1835,0.1,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.3,0.1,0.3,0.1,0.0
1802,1410,1020,1741,739,424,1743,902,963,994,207,0.2,0.1,0.2,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.1,0.3,0.1,0.5,0.0,0.0
1803,1277,1619,1445,1793,1425,802,1761,1019,1711,378,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.2,0.3,0.0,0.0,0.3,0.2,0.1,0.4,0.0
1804,1277,969,247,929,944,649,647,1288,181,715,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.4,0.3,0.1,0.0
1805,1070,255,1821,1036,1062,798,929,859,853,422,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.3,0.3,0.0,0.0
1806,1592,1388,237,1278,850,1739,945,235,1261,951,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.0,0.3,0.1
1807,1441,1290,830,1873,484,572,863,1621,1317,64,0.1,0.3,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.2,0.0,0.1,0.3,0.0
1808,797,616,1411,1714,738,205,833,873,1579,580,0.2,0.0,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.3,0.3,0.2,0.1,0.1,0.0
1809,566,382,411,249,1674,1635,1769,1152,1277,817,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.3,0.3,0.2,0.2,0.0
1810,1823,1273,881,1351,169,1310,878,432,873,383,0.0,0.2,0.2,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.1
1811,1063,1249,647,947,868,294,1038,1278,768,795,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.2,0.0
1812,1593,1148,955,947,1797,1809,1332,718,1607,1055,0.0,0.0,0.1,0.1,0.2,0.0,0.2,0.0,0.2,0.2,0.3,0.2,0.1,0.1,0.3,0.0
1813,1404,262,959,1825,1680,1906,934,1767,1863,1275,0.1,0.1,0.1,0.0,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.0
1814,1713,412,213,955,1821,1256,1697,1643,1012,698,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.1,0.0,0.2,0.3,0.3,0.2,0.0
1815,386,719,1407,1354,796,21,81,85,364,962,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.2,0.1,0.2,0.3,0.2,0.3,0.0,0.0
1816,919,394,977,1107,946,772,1730,613,4,1797,0.1,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.1,0.5,0.1,0.0
1817,1556,739,1098,168,1580,293,187,1037,409,805,0.0,0.2,0.2,0.1,0.0,0.3,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.2,0.2,0.0
1818,1335,274,245,1265,199,1079,254,973,1587,1699,0.0,0.0,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.2,0.0,0.2,0.2
1819,20,610,874,1755,682,257,482,639,956,1567,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.1
1820,566,841,1625,275,1693,1058,969,215,768,1689,0.3,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.2,0.0
1821,1445,953,258,1045,1073,188,568,811,1102,227,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.3,0.3,0.4,0.0,0.0,0.0
1822,948,860,314,1068,1309,1405,63,720,1640,1751,0.1,0.2,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.2,0.3,0.4,0.1,0.0,0.1,0.1
1823,931,213,694,242,232,1271,271,20,1805,974,0.0,0.2,0.0,0.1,0.4,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.3,0.3,0.1,0.0
1824,1068,962,960,406,1082,560,1372,971,1735,813,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.3,0.1,0.4,0.1,0.1,0.0
1825,1741,1075,235,653,1340,249,7,857,64,1310,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.2,0.3,0.2,0.1,0.1,0.1
1826,169,52,1449,956,207,1536,243,1839,568,687,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.3,0.3,0.2,0.0,0.2,0.0
1827,880,978,30,1344,1277,1065,1410,563,579,1390,0.2,0.1,0.0,0.2,0.0,0.2,0.0,0.2,0.1,0.0,0.1,0.3,0.2,0.2,0.2,0.0
1828,1135,801,1759,978,771,841,1446,895,1072,1070,0.1,0.2,0.1,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.0
1829,479,1793,1069,1676,370,892,1052,674,411,1873,0.1,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.3,0.1,0.2,0.4,0.3,0.1,0.0,0.0
1830,964,234,1289,171,385,632,901,393,233,212,0.0,0.3,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.1,0.3,0.2,0.1,0.3,0.1,0.0
1831,798,599,1257,296,314,614,1138,974,922,975,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.3,0.1,0.1
